,no_of_adults,children,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,avg_price_per_room,booking_status,cx_rsvn_pcg,nights_ttl
31212,3,0,Meal Plan 1,0,Room_Type 4,192,Online,0,137.7,1,0.0,3
31213,2,1,Meal Plan 1,0,Room_Type 1,30,Online,0,130.5,0,0.0,1
31214,2,0,Meal Plan 1,0,Room_Type 1,14,Offline,0,65.0,0,0.0,1
31215,2,0,Meal Plan 1,0,Room_Type 1,164,Online,0,96.3,0,0.0,2
31216,2,0,Meal Plan 1,0,Room_Type 1,30,Offline,0,140.0,0,0.0,2
31217,2,0,Meal Plan 1,0,Room_Type 1,20,Offline,0,85.5,0,0.0,2
31218,2,0,Meal Plan 1,0,Room_Type 1,64,Offline,0,65.0,0,0.0,3
31219,1,0,Meal Plan 1,0,Room_Type 1,116,Offline,0,76.0,0,0.0,3
31220,1,0,Meal Plan 1,0,Room_Type 1,19,Online,0,58.45,0,0.0,4
31221,2,0,Not Selected,0,Room_Type 1,36,Online,0,116.1,0,0.0,3
31222,2,0,Meal Plan 2,0,Room_Type 1,72,Offline,0,108.0,0,0.0,1
31223,3,0,Meal Plan 1,0,Room_Type 4,155,Online,0,137.7,1,0.0,2
31224,2,0,Meal Plan 1,0,Room_Type 1,27,Online,0,88.4,0,0.0,4
31225,2,0,Meal Plan 1,0,Room_Type 1,72,Online,0,81.3,0,0.0,3
31226,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,90.71,0,0.0,5
31227,2,0,Meal Plan 1,0,Room_Type 1,276,Offline,0,61.0,1,0.0,5
31228,2,0,Not Selected,0,Room_Type 1,8,Online,0,119.0,0,0.0,1
31229,2,0,Not Selected,0,Room_Type 1,19,Online,0,96.0,0,0.0,1
31230,2,0,Meal Plan 1,0,Room_Type 1,37,Offline,0,105.0,0,0.0,3
31231,1,0,Meal Plan 1,0,Room_Type 1,3,Corporate,1,65.0,0,0.0,2
31232,3,0,Meal Plan 1,0,Room_Type 4,1,Online,0,167.0,0,0.0,2
31233,2,0,Meal Plan 2,0,Room_Type 1,105,Offline,0,110.0,1,0.0,3
31234,2,0,Meal Plan 1,1,Room_Type 1,4,Online,0,120.0,0,0.0,1
31235,1,1,Meal Plan 1,0,Room_Type 1,59,Online,0,68.07,0,0.0,4
31236,2,0,Meal Plan 1,0,Room_Type 4,141,Online,0,108.29,0,0.0,5
31237,2,0,Meal Plan 1,0,Room_Type 1,85,Offline,0,85.0,0,0.0,4
31238,2,0,Meal Plan 1,0,Room_Type 1,159,Offline,0,70.0,0,0.0,2
31239,2,0,Meal Plan 1,0,Room_Type 4,36,Online,0,125.1,1,0.0,6
31240,1,0,Meal Plan 1,0,Room_Type 1,1,Offline,1,98.1,0,1.0,2
31241,2,0,Meal Plan 1,0,Room_Type 4,12,Online,0,147.2,0,0.0,5
31242,2,1,Meal Plan 1,0,Room_Type 1,58,Online,0,138.6,0,0.0,2
31243,2,0,Meal Plan 1,0,Room_Type 1,46,Offline,0,75.0,0,0.0,2
31244,2,1,Meal Plan 1,0,Room_Type 1,150,Online,0,135.0,0,0.0,3
31245,2,0,Not Selected,0,Room_Type 1,1,Online,0,0.0,0,0.0,2
31246,2,0,Meal Plan 1,0,Room_Type 1,4,Online,0,122.0,0,0.0,4
31247,2,0,Meal Plan 1,0,Room_Type 1,46,Online,0,128.38,0,0.0,5
31248,2,0,Meal Plan 1,0,Room_Type 4,290,Online,0,86.7,1,0.0,4
31249,1,0,Meal Plan 1,0,Room_Type 1,78,Online,0,86.4,0,0.0,1
31250,2,0,Meal Plan 1,0,Room_Type 4,88,Offline,0,82.45,1,0.0,3
31251,2,1,Meal Plan 1,0,Room_Type 5,63,Offline,0,131.75,0,0.0,5
31252,2,0,Meal Plan 1,0,Room_Type 1,15,Online,0,120.18,0,0.0,4
31253,2,0,Not Selected,0,Room_Type 1,82,Online,0,85.5,1,0.0,1
31254,2,0,Meal Plan 1,0,Room_Type 1,10,Online,0,89.59,0,0.0,5
31255,2,0,Meal Plan 1,0,Room_Type 4,42,Online,0,147.9,0,0.0,6
31256,1,0,Meal Plan 1,1,Room_Type 1,1,Corporate,0,67.0,0,0.0,2
31257,1,0,Meal Plan 1,0,Room_Type 1,188,Offline,0,130.0,1,0.0,2
31258,2,0,Meal Plan 1,0,Room_Type 1,35,Offline,0,85.0,0,0.0,3
31259,2,0,Meal Plan 1,0,Room_Type 1,112,Offline,0,58.0,0,0.0,4
31260,2,0,Meal Plan 2,0,Room_Type 1,159,Online,0,132.96,1,0.0,7
31261,2,0,Meal Plan 1,0,Room_Type 1,238,Online,0,106.2,1,0.0,3
31262,2,0,Meal Plan 2,0,Room_Type 1,320,Offline,0,115.0,1,0.0,2
31263,2,0,Meal Plan 1,0,Room_Type 1,141,Online,0,111.68,0,0.0,7
31264,2,0,Meal Plan 1,0,Room_Type 4,12,Online,0,103.84,0,0.0,4
31265,2,1,Meal Plan 1,0,Room_Type 1,16,Online,0,118.8,0,0.0,2
31266,2,0,Meal Plan 1,0,Room_Type 4,47,Online,0,95.48,0,0.0,5
31267,2,0,Not Selected,0,Room_Type 1,32,Online,0,96.33,0,0.0,1
31268,2,0,Meal Plan 1,0,Room_Type 1,230,Online,0,82.95,0,0.0,4
31269,2,0,Meal Plan 1,0,Room_Type 1,82,Online,0,112.1,0,0.0,4
31270,2,0,Meal Plan 1,0,Room_Type 1,305,Offline,0,89.0,1,0.0,3
31271,2,0,Meal Plan 1,0,Room_Type 1,279,Offline,0,110.0,1,0.0,3
31272,2,1,Meal Plan 1,0,Room_Type 4,4,Online,0,183.5,0,0.0,1
31273,2,0,Meal Plan 1,0,Room_Type 1,73,Offline,0,85.67,0,0.0,3
31274,3,0,Meal Plan 1,0,Room_Type 4,216,Online,0,128.7,1,0.0,3
31275,2,0,Meal Plan 1,0,Room_Type 4,117,Online,0,96.05,0,0.0,5
31276,2,0,Meal Plan 2,0,Room_Type 1,110,Offline,0,94.5,0,0.0,3
31277,2,1,Meal Plan 1,1,Room_Type 6,2,Online,0,249.0,0,0.0,1
31278,2,0,Meal Plan 1,0,Room_Type 1,29,Online,0,98.98,0,0.0,4
31279,2,0,Meal Plan 1,0,Room_Type 1,16,Online,0,121.0,0,0.0,1
31280,2,1,Meal Plan 1,0,Room_Type 6,89,Online,0,183.3,1,0.0,3
31281,1,0,Meal Plan 1,0,Room_Type 1,26,Online,0,153.23,0,0.0,2
31282,1,0,Meal Plan 1,0,Room_Type 1,32,Offline,0,73.0,0,0.0,2
31283,2,0,Meal Plan 2,0,Room_Type 1,56,Offline,0,82.0,0,0.0,2
31284,2,0,Not Selected,0,Room_Type 1,10,Online,0,120.0,0,0.0,1
31285,2,0,Meal Plan 1,0,Room_Type 4,31,Online,0,149.4,0,0.0,4
31286,2,0,Meal Plan 1,0,Room_Type 1,182,Online,0,117.9,1,0.0,2
31287,2,0,Meal Plan 2,0,Room_Type 1,320,Offline,0,115.0,1,0.0,2
31288,1,0,Meal Plan 1,0,Room_Type 1,34,Online,0,99.3,0,0.0,3
31289,2,0,Meal Plan 2,0,Room_Type 1,0,Offline,0,109.0,0,0.0,2
31290,2,0,Meal Plan 1,0,Room_Type 1,50,Offline,0,52.0,0,0.0,3
31291,2,0,Meal Plan 1,0,Room_Type 1,6,Online,0,88.51,0,0.0,3
31292,2,0,Meal Plan 2,0,Room_Type 1,39,Offline,0,101.5,0,0.0,2
31293,2,0,Meal Plan 1,0,Room_Type 4,80,Online,0,140.4,0,0.0,3
31294,1,0,Meal Plan 1,0,Room_Type 1,13,Corporate,0,65.0,0,0.0,1
31295,2,0,Meal Plan 2,0,Room_Type 1,418,Offline,0,107.0,1,0.0,3
31296,2,0,Meal Plan 1,0,Room_Type 1,4,Offline,0,95.0,0,0.0,3
31297,1,0,Meal Plan 1,0,Room_Type 1,188,Offline,0,130.0,1,0.0,2
31298,1,0,Meal Plan 1,0,Room_Type 1,4,Offline,0,72.1,0,0.0,1
31299,1,0,Meal Plan 1,0,Room_Type 1,0,Complementary,0,0.0,0,0.0,1
31300,2,0,Meal Plan 1,0,Room_Type 1,95,Online,0,90.0,1,0.0,2
31301,2,0,Not Selected,0,Room_Type 1,179,Online,0,85.5,1,0.0,3
31302,2,0,Meal Plan 1,0,Room_Type 1,304,Offline,0,89.0,1,0.0,3
31303,2,1,Meal Plan 1,0,Room_Type 7,1,Online,0,209.1,0,0.0,3
31304,2,0,Not Selected,0,Room_Type 1,55,Online,0,108.0,1,0.0,3
31305,2,0,Meal Plan 1,0,Room_Type 1,37,Online,0,108.9,0,0.0,1
31306,2,0,Meal Plan 1,0,Room_Type 1,86,Offline,0,65.0,0,0.0,3
31307,2,1,Meal Plan 1,0,Room_Type 1,14,Online,0,127.0,0,0.0,3
31308,1,0,Meal Plan 1,0,Room_Type 1,14,Online,0,81.0,0,0.0,2
31309,3,0,Meal Plan 1,0,Room_Type 4,24,Online,0,145.4,0,0.0,5
31310,1,0,Meal Plan 1,0,Room_Type 1,245,Offline,0,110.0,1,0.0,6
31311,2,0,Not Selected,0,Room_Type 1,6,Online,0,69.5,0,0.0,2
31312,3,0,Meal Plan 1,0,Room_Type 4,2,Online,0,133.6,0,0.0,5
31313,1,0,Meal Plan 1,0,Room_Type 4,28,Online,0,108.42,0,0.0,3
31314,2,0,Meal Plan 1,0,Room_Type 4,51,Online,0,149.4,0,0.0,5
31315,3,0,Meal Plan 1,0,Room_Type 4,198,Online,0,159.3,0,0.0,3
31316,2,0,Meal Plan 1,0,Room_Type 4,138,Online,0,109.8,1,0.0,3
31317,1,0,Meal Plan 1,0,Room_Type 1,0,Offline,0,64.5,0,0.0,2
31318,1,0,Meal Plan 1,0,Room_Type 1,32,Online,0,0.0,0,0.0,2
31319,2,0,Meal Plan 1,0,Room_Type 4,83,Online,0,132.3,0,0.0,4
31320,2,0,Meal Plan 1,0,Room_Type 1,55,Online,0,83.3,0,0.0,3
31321,1,0,Meal Plan 1,0,Room_Type 1,8,Corporate,0,130.0,0,0.0,3
31322,2,0,Meal Plan 2,0,Room_Type 1,21,Online,0,129.0,1,0.0,1
31323,2,0,Meal Plan 1,0,Room_Type 4,31,Online,0,114.84,0,0.0,5
31324,2,0,Meal Plan 1,0,Room_Type 1,50,Online,0,93.6,0,0.0,3
31325,2,0,Meal Plan 1,0,Room_Type 1,96,Online,0,135.9,1,0.0,3
31326,2,0,Meal Plan 1,0,Room_Type 1,179,Online,0,108.9,1,0.0,3
31327,1,0,Meal Plan 1,0,Room_Type 1,55,Online,0,73.8,0,0.0,1
31328,2,0,Meal Plan 1,0,Room_Type 1,2,Online,0,127.33,0,0.0,3
31329,2,0,Not Selected,0,Room_Type 1,1,Online,0,72.67,0,0.0,2
31330,1,0,Not Selected,0,Room_Type 1,25,Online,0,129.0,0,0.0,3
31331,2,0,Meal Plan 1,0,Room_Type 1,41,Online,0,103.5,0,0.0,3
31332,1,0,Meal Plan 1,0,Room_Type 1,245,Offline,0,110.0,1,0.0,6
31333,1,0,Meal Plan 1,0,Room_Type 1,85,Online,0,73.95,0,0.0,5
31334,3,1,Meal Plan 1,0,Room_Type 7,24,Online,0,285.17,1,0.0,3
31335,2,0,Meal Plan 1,0,Room_Type 1,19,Corporate,0,100.0,0,0.0,2
31336,1,0,Meal Plan 1,0,Room_Type 1,143,Offline,0,90.0,0,0.0,3
31337,1,0,Not Selected,0,Room_Type 1,0,Online,0,94.0,0,0.0,1
31338,2,0,Not Selected,0,Room_Type 1,2,Online,0,122.0,0,0.0,2
31339,2,0,Meal Plan 1,1,Room_Type 1,0,Online,0,130.0,0,0.0,1
31340,2,0,Meal Plan 1,0,Room_Type 2,93,Online,0,73.74,0,0.0,4
31341,1,1,Meal Plan 1,1,Room_Type 5,3,Complementary,0,0.0,0,0.0,2
31342,2,0,Not Selected,0,Room_Type 1,38,Online,0,90.2,0,0.0,2
31343,2,0,Meal Plan 2,0,Room_Type 1,103,Offline,0,94.5,1,0.0,3
31344,2,0,Meal Plan 1,0,Room_Type 1,276,Offline,0,61.0,1,0.0,5
31345,2,0,Meal Plan 1,0,Room_Type 1,7,Online,0,107.03,0,0.0,1
31346,2,0,Not Selected,0,Room_Type 1,18,Online,0,89.0,0,0.0,1
31347,3,0,Meal Plan 1,0,Room_Type 4,78,Online,0,128.7,0,0.0,3
31348,1,0,Meal Plan 1,0,Room_Type 1,1,Offline,0,100.0,0,0.0,2
31349,3,0,Meal Plan 1,0,Room_Type 4,107,Online,0,152.1,1,0.0,4
31350,1,0,Meal Plan 1,0,Room_Type 1,116,Offline,0,61.0,1,0.0,3
31351,1,0,Not Selected,0,Room_Type 1,15,Online,0,130.9,0,0.0,3
31352,2,0,Not Selected,0,Room_Type 1,0,Online,0,140.0,0,0.0,1
31353,2,0,Meal Plan 1,0,Room_Type 4,43,Offline,0,96.3,0,0.0,2
31354,1,0,Meal Plan 1,0,Room_Type 1,60,Online,0,74.8,1,0.0,4
31355,2,1,Meal Plan 1,0,Room_Type 1,38,Online,0,121.95,0,0.0,4
31356,2,0,Meal Plan 1,0,Room_Type 1,0,Complementary,1,0.0,0,0.18181818181818182,1
31357,2,0,Meal Plan 1,0,Room_Type 1,130,Online,0,82.59,0,0.0,5
31358,2,0,Meal Plan 1,0,Room_Type 1,338,Offline,0,90.67,0,0.0,3
31359,3,0,Meal Plan 1,0,Room_Type 4,90,Online,0,150.3,1,0.0,15
31360,2,0,Meal Plan 1,0,Room_Type 1,11,Offline,0,88.5,0,0.0,4
31361,2,0,Meal Plan 1,0,Room_Type 1,1,Online,0,106.0,0,0.0,1
31362,2,1,Meal Plan 1,0,Room_Type 1,172,Online,0,112.32,1,0.0,7
31363,2,0,Meal Plan 1,0,Room_Type 1,56,Offline,0,185.0,0,0.0,3
31364,1,0,Not Selected,0,Room_Type 1,3,Online,0,79.5,0,0.0,3
31365,2,0,Meal Plan 2,0,Room_Type 1,34,Offline,0,224.67,1,0.0,3
31366,1,0,Meal Plan 1,0,Room_Type 1,85,Online,0,99.9,0,0.0,2
31367,2,0,Meal Plan 1,0,Room_Type 1,30,Online,0,68.71,1,0.0,4
31368,2,0,Meal Plan 2,0,Room_Type 1,346,Offline,0,115.0,1,0.0,2
31369,2,0,Meal Plan 1,0,Room_Type 1,104,Online,0,88.01,0,0.0,3
31370,1,0,Meal Plan 1,1,Room_Type 1,5,Corporate,1,67.0,0,0.2,1
31371,2,0,Meal Plan 1,0,Room_Type 4,28,Online,0,96.9,0,0.0,6
31372,2,0,Meal Plan 2,0,Room_Type 1,247,Offline,0,115.0,1,0.0,2
31373,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,79.0,0,0.0,1
31374,3,0,Meal Plan 1,1,Room_Type 4,7,Offline,0,134.0,0,0.0,4
31375,1,0,Meal Plan 1,0,Room_Type 1,188,Offline,0,130.0,1,0.0,2
31376,1,0,Meal Plan 1,0,Room_Type 1,4,Complementary,0,0.0,0,0.0,3
31377,2,1,Meal Plan 1,0,Room_Type 6,71,Online,0,171.3,0,0.0,3
31378,2,1,Meal Plan 1,0,Room_Type 6,34,Online,0,174.0,0,0.0,3
31379,2,0,Meal Plan 1,0,Room_Type 1,36,Online,0,123.84,0,0.0,5
31380,2,0,Meal Plan 1,0,Room_Type 1,171,Online,0,90.95,0,0.0,4
31381,1,0,Meal Plan 1,0,Room_Type 1,103,Offline,0,115.0,1,0.0,2
31382,2,0,Not Selected,0,Room_Type 1,63,Online,0,99.0,1,0.0,1
31383,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,0,65.0,0,0.0,1
31384,2,0,Meal Plan 1,0,Room_Type 1,12,Online,0,91.0,0,0.0,4
31385,2,0,Not Selected,0,Room_Type 1,28,Online,0,74.8,0,0.0,5
31386,2,0,Not Selected,0,Room_Type 1,23,Online,0,119.0,1,0.0,2
31387,2,0,Meal Plan 1,0,Room_Type 1,66,Online,0,85.38,1,0.0,7
31388,1,0,Meal Plan 1,0,Room_Type 1,64,Corporate,0,130.0,0,0.0,2
31389,2,0,Meal Plan 1,0,Room_Type 4,119,Offline,0,82.45,0,0.0,8
31390,2,0,Meal Plan 1,0,Room_Type 1,238,Online,0,94.07,0,0.0,6
31391,1,0,Meal Plan 1,0,Room_Type 1,14,Offline,0,100.0,0,0.0,2
31392,2,0,Meal Plan 2,0,Room_Type 1,230,Offline,0,137.0,1,0.0,5
31393,2,0,Not Selected,0,Room_Type 1,5,Online,0,69.1,0,0.0,4
31394,2,1,Meal Plan 1,0,Room_Type 6,113,Online,0,190.8,1,0.0,4
31395,2,0,Meal Plan 1,0,Room_Type 1,37,Offline,0,105.0,0,0.0,3
31396,2,0,Meal Plan 1,0,Room_Type 4,6,Online,1,109.0,0,0.0,4
31397,2,1,Meal Plan 1,0,Room_Type 6,213,Offline,0,127.5,1,0.0,3
31398,1,0,Meal Plan 1,0,Room_Type 1,115,Offline,0,75.0,0,0.0,5
31399,2,0,Meal Plan 1,0,Room_Type 1,305,Offline,0,89.0,1,0.0,3
31400,2,0,Meal Plan 1,0,Room_Type 1,155,Offline,0,112.0,1,0.0,3
31401,2,1,Meal Plan 1,0,Room_Type 6,48,Online,0,195.3,0,0.0,6
31402,2,0,Meal Plan 1,0,Room_Type 1,40,Offline,0,85.5,0,0.0,4
31403,1,0,Meal Plan 1,0,Room_Type 1,6,Offline,0,75.0,0,0.0,3
31404,2,0,Meal Plan 2,0,Room_Type 4,80,Offline,0,136.0,0,0.0,2
31405,2,0,Not Selected,0,Room_Type 1,2,Online,0,129.0,0,0.0,1
31406,2,0,Meal Plan 1,0,Room_Type 1,9,Online,0,89.0,0,0.0,4
31407,2,0,Meal Plan 1,0,Room_Type 4,54,Online,0,123.3,1,0.0,3
31408,2,0,Meal Plan 2,0,Room_Type 1,256,Offline,0,115.0,1,0.0,2
31409,2,1,Meal Plan 1,0,Room_Type 6,151,Online,0,167.45,1,0.0,9
31410,2,0,Meal Plan 1,0,Room_Type 1,72,Online,0,76.5,1,0.0,9
31411,1,0,Meal Plan 1,0,Room_Type 1,116,Offline,0,75.0,0,0.0,3
31412,2,0,Not Selected,0,Room_Type 1,77,Online,0,68.04,0,0.0,3
31413,2,0,Meal Plan 1,0,Room_Type 1,129,Online,0,114.3,0,0.0,1
31414,2,0,Not Selected,0,Room_Type 1,35,Online,0,84.35,0,0.0,4
31415,3,0,Meal Plan 1,0,Room_Type 4,110,Online,0,113.76,0,0.0,4
31416,2,0,Meal Plan 1,0,Room_Type 1,88,Offline,0,58.0,0,0.0,2
31417,2,0,Meal Plan 1,0,Room_Type 1,29,Online,0,102.8,0,0.0,5
31418,2,0,Meal Plan 1,0,Room_Type 1,276,Offline,0,116.33,1,0.0,3
31419,2,0,Meal Plan 2,0,Room_Type 1,265,Offline,0,109.0,1,0.0,2
31420,2,0,Meal Plan 1,0,Room_Type 4,79,Online,0,132.6,0,0.0,5
31421,2,0,Not Selected,0,Room_Type 1,49,Online,0,74.8,1,0.0,7
31422,3,0,Meal Plan 1,0,Room_Type 4,87,Online,0,137.7,0,0.0,1
31423,1,0,Meal Plan 1,0,Room_Type 1,219,Offline,0,76.67,0,0.0,3
31424,2,0,Meal Plan 1,0,Room_Type 1,281,Online,0,79.62,1,0.0,6
31425,2,0,Meal Plan 1,0,Room_Type 1,80,Online,0,105.3,1,0.0,1
31426,2,0,Meal Plan 2,0,Room_Type 1,19,Offline,0,53.5,0,0.0,3
31427,2,0,Meal Plan 1,0,Room_Type 4,18,Online,0,141.56,1,0.0,9
31428,1,0,Meal Plan 2,0,Room_Type 1,4,Offline,0,88.0,0,0.0,4
31429,2,0,Meal Plan 1,0,Room_Type 1,133,Online,0,95.2,0,0.0,10
31430,2,0,Not Selected,0,Room_Type 1,87,Online,0,51.97,0,0.0,3
31431,2,0,Not Selected,0,Room_Type 1,44,Online,0,74.8,0,0.0,4
31432,2,0,Meal Plan 1,0,Room_Type 1,35,Offline,0,38.67,0,0.0,3
31433,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,159.0,0,0.0,1
31434,2,0,Meal Plan 1,0,Room_Type 1,193,Offline,0,120.0,1,0.0,3
31435,2,0,Meal Plan 1,0,Room_Type 1,304,Offline,0,89.0,1,0.0,3
31436,1,0,Meal Plan 1,0,Room_Type 1,18,Corporate,1,65.0,0,0.1111111111111111,1
31437,2,0,Meal Plan 1,0,Room_Type 4,26,Online,0,126.0,0,0.0,1
31438,2,0,Meal Plan 2,0,Room_Type 1,30,Offline,0,121.0,0,0.0,2
31439,3,0,Meal Plan 1,0,Room_Type 4,11,Online,0,141.95,0,0.0,2
31440,1,0,Meal Plan 1,0,Room_Type 1,280,Offline,0,100.0,1,0.0,3
31441,2,0,Meal Plan 1,0,Room_Type 1,213,Online,0,102.85,1,0.0,4
31442,2,0,Not Selected,0,Room_Type 1,117,Online,0,109.65,0,0.0,4
31443,2,0,Meal Plan 1,0,Room_Type 1,186,Online,0,64.56,1,0.0,3
31444,2,0,Meal Plan 1,0,Room_Type 1,267,Offline,0,95.0,1,0.0,3
31445,2,0,Not Selected,0,Room_Type 1,46,Online,0,107.1,1,0.0,2
31446,2,0,Not Selected,0,Room_Type 1,18,Online,0,129.0,0,0.0,2
31447,2,0,Not Selected,0,Room_Type 1,148,Online,0,91.68,1,0.0,7
31448,2,0,Not Selected,0,Room_Type 1,268,Online,0,95.4,1,0.0,2
31449,1,0,Meal Plan 1,0,Room_Type 1,151,Offline,0,80.0,0,0.0,3
31450,2,0,Meal Plan 1,0,Room_Type 1,98,Offline,0,75.0,0,0.0,4
31451,2,0,Meal Plan 1,1,Room_Type 1,191,Online,0,101.75,1,0.0,5
31452,2,0,Meal Plan 1,0,Room_Type 1,144,Online,0,126.9,0,0.0,4
31453,3,0,Meal Plan 1,0,Room_Type 4,104,Online,0,159.3,0,0.0,3
31454,2,0,Meal Plan 1,0,Room_Type 1,42,Online,0,97.63,0,0.0,4
31455,2,0,Meal Plan 1,0,Room_Type 1,88,Online,0,165.75,1,0.0,4
31456,2,0,Meal Plan 1,0,Room_Type 4,195,Offline,0,82.45,0,0.0,2
31457,2,0,Meal Plan 1,0,Room_Type 1,302,Offline,0,100.0,1,0.0,3
31458,1,0,Meal Plan 1,0,Room_Type 4,8,Corporate,0,169.38,0,0.0,2
31459,3,0,Meal Plan 1,0,Room_Type 4,1,Offline,0,198.0,0,0.0,4
31460,2,0,Not Selected,1,Room_Type 1,156,Online,0,103.5,1,0.0,3
31461,2,0,Meal Plan 1,0,Room_Type 1,81,Online,0,119.85,1,0.0,4
31462,2,0,Meal Plan 1,1,Room_Type 1,33,Online,0,138.0,0,0.0,5
31463,2,0,Meal Plan 1,0,Room_Type 1,54,Online,0,90.1,0,0.0,4
31464,1,0,Meal Plan 1,0,Room_Type 1,336,Offline,0,70.0,0,0.0,5
31465,2,0,Meal Plan 1,0,Room_Type 1,18,Online,0,124.25,0,0.0,4
31466,2,0,Not Selected,0,Room_Type 1,47,Online,0,125.1,0,0.0,2
31467,2,0,Not Selected,0,Room_Type 1,35,Online,0,53.72,0,0.0,2
31468,1,0,Meal Plan 1,0,Room_Type 1,7,Offline,0,55.0,0,0.0,2
31469,2,1,Meal Plan 1,0,Room_Type 6,13,Online,0,221.0,1,0.0,3
31470,3,0,Meal Plan 1,0,Room_Type 4,39,Online,0,177.0,0,0.0,2
31471,2,0,Meal Plan 1,0,Room_Type 1,68,Offline,0,65.0,0,0.0,2
31472,2,0,Meal Plan 1,0,Room_Type 1,196,Online,0,97.75,0,0.0,5
31473,2,0,Meal Plan 2,0,Room_Type 1,309,Offline,0,101.0,1,0.0,3
31474,2,0,Meal Plan 1,0,Room_Type 1,253,Online,0,73.95,0,0.0,6
31475,2,0,Not Selected,0,Room_Type 1,59,Online,0,99.85,1,0.0,4
31476,2,0,Not Selected,0,Room_Type 1,76,Online,0,79.2,0,0.0,3
31477,2,0,Meal Plan 1,0,Room_Type 1,275,Online,0,118.2,1,0.0,3
31478,1,0,Meal Plan 1,0,Room_Type 1,1,Complementary,0,0.0,0,0.0,1
31479,2,0,Meal Plan 1,0,Room_Type 1,6,Online,0,70.07,0,0.0,1
31480,2,0,Meal Plan 1,0,Room_Type 1,9,Online,0,103.05,0,0.0,4
31481,2,0,Meal Plan 2,0,Room_Type 1,296,Offline,0,117.0,1,0.0,4
31482,2,0,Not Selected,0,Room_Type 1,47,Online,0,63.75,0,0.0,4
31483,2,0,Meal Plan 1,0,Room_Type 4,37,Offline,0,60.0,0,0.0,3
31484,2,0,Meal Plan 2,0,Room_Type 1,161,Offline,0,130.0,1,0.0,3
31485,2,1,Meal Plan 1,0,Room_Type 6,23,Online,0,230.0,1,0.0,3
31486,3,0,Meal Plan 1,0,Room_Type 4,3,Online,0,130.0,0,0.0,1
31487,3,0,Meal Plan 1,0,Room_Type 1,26,Online,0,165.0,0,0.0,2
31488,1,0,Meal Plan 2,0,Room_Type 1,327,Offline,0,76.0,0,0.0,6
31489,2,0,Meal Plan 1,0,Room_Type 1,14,Online,0,104.0,0,0.0,1
31490,2,0,Meal Plan 1,0,Room_Type 1,112,Offline,0,100.0,0,0.0,2
31491,2,1,Meal Plan 1,0,Room_Type 1,104,Online,0,109.8,1,0.0,2
31492,2,0,Meal Plan 1,0,Room_Type 1,128,Online,0,119.7,1,0.0,5
31493,2,0,Meal Plan 1,0,Room_Type 1,16,Online,0,109.0,1,0.0,2
31494,2,0,Meal Plan 1,0,Room_Type 1,23,Corporate,0,50.0,0,0.0,4
31495,2,0,Meal Plan 1,0,Room_Type 1,112,Offline,0,100.0,0,0.0,2
31496,2,0,Meal Plan 1,0,Room_Type 1,4,Online,0,108.67,0,0.0,3
31497,2,0,Meal Plan 1,0,Room_Type 1,1,Online,0,120.0,0,0.0,1
31498,2,0,Meal Plan 1,0,Room_Type 1,21,Online,0,93.0,0,0.0,2
31499,2,0,Not Selected,0,Room_Type 1,17,Online,0,97.0,0,0.0,1
31500,2,0,Meal Plan 1,0,Room_Type 1,46,Offline,0,90.09,0,0.0,6
31501,2,0,Meal Plan 1,0,Room_Type 1,6,Corporate,0,75.0,0,0.0,2
31502,2,0,Meal Plan 1,0,Room_Type 1,198,Offline,0,90.0,1,0.0,3
31503,2,0,Meal Plan 1,0,Room_Type 1,12,Offline,0,72.0,0,0.0,1
31504,1,0,Meal Plan 1,0,Room_Type 4,2,Aviation,0,94.0,0,0.0,3
31505,3,0,Meal Plan 1,0,Room_Type 4,64,Online,0,126.0,0,0.0,4
31506,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,71.2,0,0.0,2
31507,2,0,Meal Plan 2,0,Room_Type 1,145,Offline,0,94.5,0,0.0,3
31508,2,1,Meal Plan 1,0,Room_Type 4,136,Online,0,145.3,0,0.0,2
31509,2,0,Meal Plan 1,0,Room_Type 1,134,Online,0,114.3,0,0.0,2
31510,1,0,Meal Plan 1,0,Room_Type 1,14,Corporate,1,65.0,0,0.0,1
31511,2,0,Meal Plan 1,0,Room_Type 4,49,Online,0,112.2,0,0.0,4
31512,2,0,Not Selected,0,Room_Type 1,15,Online,0,90.33,0,0.0,3
31513,2,0,Meal Plan 1,0,Room_Type 1,180,Offline,0,100.0,0,0.0,2
31514,2,1,Meal Plan 1,0,Room_Type 2,151,Online,0,198.59,1,0.0,5
31515,2,0,Meal Plan 1,0,Room_Type 1,102,Offline,0,40.67,0,0.0,3
31516,2,0,Meal Plan 1,1,Room_Type 1,132,Online,0,105.37,0,0.0,6
31517,2,0,Meal Plan 1,0,Room_Type 1,8,Online,0,151.0,1,0.0,3
31518,2,0,Meal Plan 1,0,Room_Type 1,133,Online,0,72.25,1,0.0,4
31519,2,0,Meal Plan 1,0,Room_Type 4,70,Online,0,102.1,0,0.0,4
